Order_ID,Customer_ID,Product_Category,Product_Name,Quantity,Price_per_Unit,Total_Amount,Order_Date,Payment_Method,Delivery_Status
4578,C0767,Sports,Yoga Mat,4,1215,4860,2023-12-16,Debit Card,Pending
4579,C0986,Home,Blender,1,1970,1970,2023-07-31,PayPal,Pending
4580,C0894,Toys,Dollhouse,5,981,4905,2023-09-17,COD,Delivered
4581,C0949,Clothing,Jacket,1,1689,1689,2023-08-19,COD,Delivered
4582,C0297,Sports,Treadmill,4,1502,6008,2023-05-15,Credit Card,Delivered
4583,C0898,Clothing,T-Shirt,3,1356,4068,2023-12-16,PayPal,Delivered
4584,C0039,Toys,Dollhouse,2,1020,2040,2023-01-22,Credit Card,Pending
4585,C0010,Electronics,Smartwatch,3,533,1599,2023-11-14,COD,Pending
4586,C0306,Sports,Running Shoes,3,837,2511,2023-11-26,Credit Card,Delivered
4587,C0582,Toys,Puzzle,2,1542,3084,2023-01-30,COD,Delivered
4588,C0618,Beauty,Moisturizer,1,788,788,2023-05-06,Debit Card,Pending
4589,C0110,Toys,Action Figure,1,1224,1224,2023-12-25,Debit Card,Canceled
4590,C0951,Clothing,Sneakers,5,1595,7975,2023-10-15,COD,Canceled
4591,C0344,Toys,Puzzle,1,1368,1368,2023-01-05,Credit Card,Delivered
4592,C0292,Clothing,T-Shirt,1,1086,1086,2023-03-21,COD,Pending
4593,C0466,Clothing,Sweater,5,1855,9275,2023-02-23,COD,Delivered
4594,C0657,Electronics,Smartphone,2,1089,2178,2023-05-29,COD,Pending
4595,C0557,Clothing,T-Shirt,5,512,2560,2023-07-12,COD,Delivered
4596,C0537,Home,Vacuum Cleaner,1,95,95,2023-03-23,Credit Card,Pending
4597,C0506,Beauty,Conditioner,1,1063,1063,2023-10-19,COD,Delivered
4598,C0911,Home,Coffee Maker,1,1106,1106,2023-07-24,Debit Card,Canceled
4599,C0962,Toys,Board Game,5,1405,7025,2023-02-07,Debit Card,Pending
4600,C0138,Beauty,Shampoo,2,1866,3732,2023-04-25,PayPal,Canceled
4601,C0872,Beauty,Shampoo,4,1038,4152,2023-07-18,Debit Card,Canceled
4602,C0517,Electronics,Smartwatch,5,1953,9765,2023-08-25,Debit Card,Canceled
4603,C0480,Beauty,Moisturizer,2,673,1346,2023-12-09,Debit Card,Delivered
4604,C0280,Sports,Yoga Mat,1,992,992,2023-02-17,COD,Delivered
4605,C0198,Home,Air Purifier,2,1186,2372,2023-06-28,PayPal,Delivered
4606,C0829,Home,Microwave,3,982,2946,2023-08-27,PayPal,Pending
4607,C0116,Home,Vacuum Cleaner,3,172,516,2023-08-28,PayPal,Delivered
4608,C0339,Clothing,Sneakers,4,1312,5248,2023-11-25,PayPal,Pending
4609,C0167,Clothing,Jacket,1,1930,1930,2023-10-01,Credit Card,Pending
4610,C0749,Beauty,Moisturizer,4,1847,7388,2023-08-27,COD,Pending
4611,C0470,Home,Air Purifier,3,1238,3714,2023-02-25,Debit Card,Delivered
4612,C0664,Toys,Action Figure,4,1901,7604,2023-02-13,Credit Card,Canceled
4613,C0264,Sports,Running Shoes,3,1010,3030,2023-04-03,PayPal,Delivered
4614,C0736,Home,Microwave,3,1461,4383,2023-02-25,Credit Card,Pending
4615,C0191,Beauty,Moisturizer,2,188,376,2023-07-23,PayPal,Canceled
4616,C0015,Toys,Lego Set,1,1455,1455,2023-08-10,Credit Card,Pending
4617,C0755,Toys,Board Game,3,1998,5994,2023-04-13,Credit Card,Delivered
4618,C0346,Sports,Cycling Helmet,1,1410,1410,2023-07-25,Debit Card,Canceled
4619,C0810,Clothing,Jeans,4,918,3672,2023-06-18,Credit Card,Pending
4620,C0303,Home,Blender,4,1728,6912,2023-02-03,Debit Card,Delivered
4621,C0582,Toys,Lego Set,3,1627,4881,2023-06-12,COD,Delivered
4622,C0691,Sports,Running Shoes,1,1019,1019,2023-06-25,PayPal,Canceled
4623,C0776,Beauty,Moisturizer,3,695,2085,2023-11-06,Debit Card,Delivered
4624,C0198,Clothing,Sneakers,3,1265,3795,2023-09-06,PayPal,Delivered
4625,C0180,Beauty,Moisturizer,2,1622,3244,2023-04-19,COD,Canceled
4626,C0626,Home,Blender,4,1581,6324,2023-12-26,Debit Card,Canceled
4627,C0877,Home,Coffee Maker,1,646,646,2023-09-01,PayPal,Canceled
4628,C0655,Electronics,Smartwatch,4,835,3340,2023-02-28,PayPal,Canceled
4629,C0919,Beauty,Conditioner,2,1236,2472,2023-05-23,COD,Delivered
4630,C0416,Beauty,Lipstick,5,1925,9625,2023-08-21,Debit Card,Pending
4631,C0847,Toys,Lego Set,4,1880,7520,2023-01-20,PayPal,Canceled
4632,C0438,Electronics,Smartwatch,2,1966,3932,2023-10-07,Credit Card,Pending
4633,C0528,Clothing,Sneakers,4,1518,6072,2023-03-21,PayPal,Delivered
4634,C0336,Sports,Yoga Mat,1,134,134,2023-08-29,Credit Card,Delivered
4635,C0089,Electronics,Headphones,2,1616,3232,2023-03-16,Credit Card,Delivered
4636,C0411,Clothing,Jacket,5,185,925,2023-11-24,PayPal,Delivered
4637,C0686,Toys,Board Game,4,1188,4752,2023-04-20,Debit Card,Pending
4638,C0098,Beauty,Lipstick,2,363,726,2023-06-13,COD,Canceled
4639,C0190,Home,Vacuum Cleaner,5,268,1340,2023-10-18,COD,Canceled
4640,C0144,Sports,Treadmill,1,1565,1565,2023-01-17,PayPal,Pending
4641,C0489,Sports,Yoga Mat,4,635,2540,2023-11-04,PayPal,Delivered
4642,C0332,Toys,Puzzle,3,352,1056,2023-07-14,Credit Card,Canceled
4643,C0959,Beauty,Shampoo,1,850,850,2023-02-01,PayPal,Pending
4644,C0255,Sports,Dumbbells,1,1172,1172,2023-07-05,Credit Card,Pending
4645,C0007,Toys,Puzzle,1,1579,1579,2023-08-09,Credit Card,Delivered
4646,C0268,Home,Coffee Maker,1,1351,1351,2023-08-31,Credit Card,Delivered
4647,C0393,Toys,Lego Set,5,1965,9825,2023-04-20,Debit Card,Pending
4648,C0242,Electronics,Smartwatch,3,1998,5994,2023-01-28,PayPal,Canceled
4649,C0458,Electronics,Tablet,4,26,104,2023-04-19,Credit Card,Pending
4650,C0772,Clothing,T-Shirt,1,1873,1873,2023-01-12,COD,Canceled
4651,C0274,Home,Microwave,4,20,80,2023-12-17,Debit Card,Delivered
4652,C0977,Electronics,Tablet,2,1792,3584,2023-08-05,PayPal,Pending
4653,C0338,Clothing,Jeans,1,1541,1541,2023-05-19,PayPal,Canceled
4654,C0310,Clothing,Sneakers,1,1637,1637,2023-05-10,PayPal,Pending
4655,C0597,Sports,Cycling Helmet,4,829,3316,2023-11-22,PayPal,Pending
4656,C0741,Toys,Dollhouse,3,223,669,2023-04-01,Credit Card,Pending
4657,C0587,Home,Air Purifier,2,544,1088,2023-02-12,Debit Card,Canceled
4658,C0012,Home,Coffee Maker,3,1813,5439,2023-03-14,PayPal,Canceled
4659,C0268,Electronics,Tablet,4,511,2044,2023-02-05,Debit Card,Canceled
4660,C0670,Sports,Yoga Mat,5,1837,9185,2023-05-21,Credit Card,Pending
4661,C0369,Beauty,Perfume,1,1269,1269,2023-07-27,Credit Card,Delivered
4662,C0710,Beauty,Shampoo,5,1762,8810,2023-02-11,COD,Delivered
4663,C0242,Home,Coffee Maker,4,1306,5224,2023-06-02,PayPal,Pending
4664,C0064,Toys,Action Figure,4,1025,4100,2023-12-31,PayPal,Delivered
4665,C0684,Clothing,Jacket,4,1298,5192,2023-08-20,Credit Card,Canceled
4666,C0122,Home,Vacuum Cleaner,4,819,3276,2023-08-03,COD,Delivered
4667,C0477,Toys,Board Game,1,1288,1288,2023-09-26,PayPal,Canceled
4668,C0315,Sports,Dumbbells,5,229,1145,2023-04-20,PayPal,Canceled
4669,C0164,Sports,Yoga Mat,2,1465,2930,2023-12-09,PayPal,Delivered
4670,C0416,Sports,Treadmill,1,847,847,2023-05-13,Debit Card,Canceled
4671,C0703,Beauty,Lipstick,4,1654,6616,2023-04-05,Debit Card,Canceled
4672,C0515,Sports,Treadmill,4,1521,6084,2023-01-28,COD,Pending
4673,C0946,Electronics,Laptop,1,185,185,2023-02-17,PayPal,Pending
4674,C0917,Home,Air Purifier,5,1489,7445,2023-08-08,COD,Canceled
4675,C0910,Toys,Action Figure,5,1150,5750,2023-06-25,PayPal,Delivered
4676,C0721,Clothing,Jacket,3,1389,4167,2023-06-02,Credit Card,Delivered
4677,C0789,Beauty,Shampoo,3,706,2118,2023-03-26,PayPal,Pending
4678,C0319,Home,Microwave,3,294,882,2023-04-12,PayPal,Pending
4679,C0707,Electronics,Laptop,4,801,3204,2023-06-28,Credit Card,Pending
4680,C0121,Clothing,Jeans,1,542,542,2023-08-03,Credit Card,Delivered
4681,C0655,Clothing,Sweater,1,769,769,2023-09-04,COD,Canceled
4682,C0939,Beauty,Shampoo,3,1323,3969,2023-09-01,PayPal,Pending
4683,C0964,Sports,Treadmill,5,600,3000,2023-10-02,Credit Card,Pending
4684,C0303,Toys,Dollhouse,3,15,45,2023-12-19,Debit Card,Canceled
4685,C0377,Beauty,Conditioner,1,1258,1258,2023-03-24,COD,Pending
4686,C0630,Electronics,Headphones,4,1710,6840,2023-12-23,COD,Pending
4687,C0227,Home,Blender,3,1374,4122,2023-08-12,COD,Delivered
4688,C0225,Sports,Running Shoes,2,1931,3862,2023-07-01,COD,Delivered
4689,C0981,Electronics,Smartwatch,2,1043,2086,2023-12-21,COD,Pending
4690,C0137,Electronics,Headphones,5,999,4995,2023-10-20,Debit Card,Delivered
4691,C0490,Home,Air Purifier,1,150,150,2023-07-19,COD,Delivered
4692,C0157,Clothing,Sweater,4,1397,5588,2023-01-06,Debit Card,Pending
4693,C0466,Toys,Board Game,2,622,1244,2023-10-15,COD,Delivered
4694,C0766,Electronics,Tablet,3,1247,3741,2023-11-02,PayPal,Canceled
4695,C0621,Clothing,Sneakers,4,431,1724,2023-04-12,COD,Delivered
4696,C0383,Toys,Lego Set,1,889,889,2023-02-09,PayPal,Canceled
4697,C0426,Home,Microwave,3,1118,3354,2023-12-08,Credit Card,Canceled
4698,C0719,Clothing,Sweater,4,1565,6260,2023-10-24,PayPal,Pending
4699,C0563,Toys,Action Figure,1,1069,1069,2023-11-12,Credit Card,Delivered
4700,C0935,Toys,Board Game,4,1367,5468,2023-03-16,Debit Card,Pending
4701,C0483,Sports,Cycling Helmet,2,567,1134,2023-06-15,Debit Card,Canceled
4702,C0776,Beauty,Shampoo,2,899,1798,2023-12-07,Credit Card,Delivered
4703,C0551,Home,Coffee Maker,1,1607,1607,2023-06-12,COD,Delivered
4704,C0822,Home,Microwave,2,1848,3696,2023-01-08,COD,Pending
4705,C0681,Electronics,Headphones,1,48,48,2023-03-19,COD,Pending
4706,C0846,Home,Air Purifier,5,630,3150,2023-08-23,Debit Card,Canceled
4707,C0224,Toys,Puzzle,2,549,1098,2023-03-17,Debit Card,Canceled
4708,C0781,Toys,Action Figure,4,1317,5268,2023-09-13,Credit Card,Canceled
4709,C0254,Home,Vacuum Cleaner,4,1578,6312,2023-06-12,Debit Card,Delivered
4710,C0697,Beauty,Conditioner,1,974,974,2023-02-28,COD,Delivered
4711,C0773,Toys,Dollhouse,5,218,1090,2023-12-12,PayPal,Delivered
4712,C0611,Home,Coffee Maker,3,1649,4947,2023-07-28,Credit Card,Delivered
4713,C0895,Sports,Yoga Mat,4,1957,7828,2023-05-15,PayPal,Pending
4714,C0807,Clothing,Jacket,5,1709,8545,2023-09-24,COD,Canceled
4715,C0084,Sports,Treadmill,4,1582,6328,2023-01-02,PayPal,Delivered
4716,C0539,Sports,Dumbbells,1,1007,1007,2023-08-19,COD,Canceled
4717,C0458,Beauty,Lipstick,1,621,621,2023-03-06,PayPal,Delivered
4718,C0541,Electronics,Tablet,3,441,1323,2023-11-21,Debit Card,Delivered
4719,C0721,Home,Microwave,1,959,959,2023-08-19,COD,Pending
4720,C0371,Beauty,Perfume,3,114,342,2023-11-24,PayPal,Delivered
4721,C0080,Toys,Lego Set,1,234,234,2023-10-24,PayPal,Pending
4722,C0940,Electronics,Tablet,4,1327,5308,2023-02-19,Credit Card,Pending
4723,C0578,Home,Coffee Maker,1,941,941,2023-01-19,PayPal,Canceled
4724,C0115,Clothing,Sneakers,2,1268,2536,2023-04-22,COD,Delivered
4725,C0064,Home,Vacuum Cleaner,5,1368,6840,2023-04-07,Debit Card,Delivered
4726,C0849,Electronics,Tablet,4,1431,5724,2023-08-04,COD,Pending
4727,C0561,Sports,Cycling Helmet,5,283,1415,2023-12-23,COD,Delivered
4728,C0925,Clothing,Sneakers,2,1940,3880,2023-10-07,COD,Canceled
4729,C0518,Home,Coffee Maker,5,1980,9900,2023-03-27,COD,Pending
4730,C0208,Sports,Treadmill,2,831,1662,2023-11-04,Debit Card,Delivered
4731,C0587,Home,Blender,1,467,467,2023-07-13,PayPal,Canceled
4732,C0550,Home,Air Purifier,1,1337,1337,2023-04-21,COD,Canceled
4733,C0154,Toys,Dollhouse,2,642,1284,2023-06-28,PayPal,Delivered
4734,C0169,Electronics,Headphones,4,1103,4412,2023-04-18,COD,Delivered
4735,C0336,Home,Air Purifier,1,967,967,2023-04-08,Credit Card,Pending
4736,C0875,Clothing,Sweater,4,1372,5488,2023-12-14,PayPal,Canceled
4737,C0533,Home,Vacuum Cleaner,5,496,2480,2023-10-23,PayPal,Canceled
4738,C0453,Clothing,Sweater,1,761,761,2023-01-08,Credit Card,Canceled
4739,C0120,Home,Air Purifier,2,1141,2282,2023-07-09,Debit Card,Delivered
4740,C0697,Electronics,Smartwatch,2,1619,3238,2023-07-06,Debit Card,Pending
4741,C0211,Home,Coffee Maker,1,1539,1539,2023-01-09,Credit Card,Delivered
4742,C0735,Sports,Treadmill,2,1715,3430,2023-06-04,Debit Card,Delivered
4743,C0598,Beauty,Moisturizer,1,1910,1910,2023-06-07,COD,Delivered
4744,C0501,Sports,Dumbbells,3,1348,4044,2023-09-15,COD,Delivered
4745,C0094,Beauty,Shampoo,1,100,100,2023-03-05,COD,Delivered
4746,C0921,Clothing,Sweater,4,1593,6372,2023-12-25,Credit Card,Pending
4747,C0523,Home,Blender,5,1600,8000,2023-09-13,Debit Card,Canceled
4748,C0457,Clothing,Jeans,2,353,706,2023-11-29,Debit Card,Pending
4749,C0829,Clothing,T-Shirt,5,1528,7640,2023-08-22,COD,Pending
4750,C0057,Toys,Board Game,1,919,919,2023-07-31,Credit Card,Canceled
4751,C0465,Electronics,Tablet,1,47,47,2023-07-30,COD,Delivered
4752,C0136,Beauty,Perfume,1,525,525,2023-06-30,Credit Card,Canceled
4753,C0526,Beauty,Conditioner,4,920,3680,2023-06-30,Debit Card,Pending
4754,C0426,Toys,Lego Set,5,531,2655,2023-10-05,Debit Card,Delivered
4755,C0468,Toys,Dollhouse,5,1381,6905,2023-08-07,PayPal,Canceled
4756,C0578,Sports,Cycling Helmet,2,1485,2970,2023-09-25,Debit Card,Delivered
4757,C0060,Toys,Action Figure,1,605,605,2023-06-21,PayPal,Canceled
4758,C0573,Electronics,Smartwatch,2,725,1450,2023-02-28,Credit Card,Canceled
4759,C0474,Toys,Board Game,4,1181,4724,2023-04-01,Credit Card,Delivered
4760,C0689,Home,Blender,3,1071,3213,2023-08-23,PayPal,Canceled
4761,C0827,Toys,Action Figure,4,1032,4128,2023-08-08,Debit Card,Canceled
4762,C0316,Home,Air Purifier,3,1472,4416,2023-07-11,Credit Card,Canceled
4763,C0741,Beauty,Perfume,1,261,261,2023-04-01,Credit Card,Pending
4764,C0023,Beauty,Perfume,5,401,2005,2023-10-11,PayPal,Delivered
4765,C0406,Sports,Cycling Helmet,5,216,1080,2023-11-01,Debit Card,Pending
4766,C0261,Electronics,Smartphone,2,952,1904,2023-03-25,Credit Card,Delivered
4767,C0837,Home,Microwave,3,1398,4194,2023-10-05,COD,Canceled
4768,C0004,Electronics,Smartphone,2,1562,3124,2023-08-12,COD,Pending
4769,C0764,Electronics,Headphones,1,1545,1545,2023-07-15,Debit Card,Canceled
4770,C0224,Electronics,Headphones,5,952,4760,2023-05-26,COD,Pending
4771,C0593,Sports,Treadmill,2,1186,2372,2023-12-04,Debit Card,Canceled
4772,C0075,Electronics,Headphones,3,1122,3366,2023-12-19,Debit Card,Canceled
4773,C0047,Beauty,Conditioner,1,374,374,2023-12-15,Debit Card,Delivered
4774,C0434,Sports,Treadmill,1,652,652,2023-08-12,Debit Card,Delivered
4775,C0353,Toys,Lego Set,3,824,2472,2023-11-21,Credit Card,Delivered
4776,C0718,Toys,Action Figure,2,234,468,2023-05-26,Credit Card,Delivered
4777,C0066,Toys,Board Game,4,1194,4776,2023-12-26,COD,Delivered
4778,C0555,Clothing,Sweater,2,1588,3176,2023-11-14,COD,Canceled
4779,C0062,Sports,Cycling Helmet,3,921,2763,2023-02-20,COD,Canceled
4780,C0958,Beauty,Lipstick,5,732,3660,2023-02-14,Credit Card,Pending
4781,C0916,Clothing,Jeans,2,1006,2012,2023-02-23,Credit Card,Delivered
4782,C0071,Clothing,Sneakers,4,1810,7240,2023-02-15,PayPal,Canceled
4783,C0957,Toys,Board Game,2,1450,2900,2023-11-29,COD,Canceled
4784,C0484,Sports,Running Shoes,5,844,4220,2023-01-09,Debit Card,Delivered
4785,C0033,Electronics,Headphones,1,128,128,2023-11-12,COD,Canceled
4786,C0294,Beauty,Lipstick,2,282,564,2023-07-30,Debit Card,Canceled
4787,C0419,Sports,Running Shoes,1,449,449,2023-02-23,PayPal,Canceled
4788,C0185,Home,Blender,5,1990,9950,2023-09-12,PayPal,Delivered
4789,C0788,Clothing,T-Shirt,4,1650,6600,2023-11-16,PayPal,Delivered
4790,C0139,Home,Blender,2,1552,3104,2023-10-06,Credit Card,Pending
4791,C0785,Clothing,Sweater,1,24,24,2023-02-21,COD,Pending
4792,C0657,Electronics,Tablet,4,398,1592,2023-11-21,Debit Card,Pending
4793,C0747,Electronics,Smartwatch,1,968,968,2023-08-16,COD,Canceled
4794,C0662,Home,Vacuum Cleaner,1,1018,1018,2023-09-15,PayPal,Canceled
4795,C0987,Toys,Board Game,1,1268,1268,2023-10-25,Credit Card,Delivered
4796,C0431,Clothing,Jeans,2,839,1678,2023-01-17,Credit Card,Pending
4797,C0384,Toys,Action Figure,1,652,652,2023-12-08,Debit Card,Delivered
4798,C0913,Beauty,Conditioner,5,857,4285,2023-05-29,Credit Card,Delivered
4799,C0392,Beauty,Perfume,3,1957,5871,2023-08-04,PayPal,Delivered
4800,C0460,Toys,Board Game,4,1075,4300,2023-04-19,PayPal,Pending
4801,C0891,Electronics,Laptop,4,1450,5800,2023-04-25,COD,Pending
4802,C0940,Toys,Lego Set,2,1370,2740,2023-08-21,PayPal,Delivered
4803,C0929,Electronics,Headphones,2,1389,2778,2023-10-10,COD,Canceled
4804,C0387,Toys,Action Figure,2,1657,3314,2023-07-15,PayPal,Pending
4805,C0385,Home,Coffee Maker,3,1737,5211,2023-02-28,COD,Delivered
4806,C0083,Home,Microwave,5,1676,8380,2023-04-11,Debit Card,Pending
4807,C0700,Clothing,Jeans,4,1698,6792,2023-08-29,PayPal,Pending
4808,C0988,Electronics,Smartwatch,4,366,1464,2023-03-05,Credit Card,Delivered
4809,C0678,Home,Vacuum Cleaner,2,1952,3904,2023-06-29,Credit Card,Delivered
4810,C0896,Toys,Dollhouse,2,495,990,2023-08-26,PayPal,Canceled
4811,C0553,Toys,Dollhouse,5,1668,8340,2023-07-31,Credit Card,Pending
4812,C0137,Sports,Treadmill,1,1459,1459,2023-11-27,Debit Card,Delivered
4813,C0670,Electronics,Laptop,5,1825,9125,2023-12-27,COD,Canceled
4814,C0881,Sports,Running Shoes,2,809,1618,2023-07-22,Credit Card,Delivered
4815,C0357,Beauty,Conditioner,4,222,888,2023-01-04,PayPal,Pending
4816,C0122,Electronics,Laptop,5,1386,6930,2023-07-11,COD,Canceled
4817,C0183,Clothing,T-Shirt,1,1641,1641,2023-04-25,PayPal,Pending
4818,C0551,Clothing,Jacket,3,550,1650,2023-09-17,COD,Delivered
4819,C0403,Toys,Action Figure,3,670,2010,2023-05-26,Credit Card,Canceled
4820,C0542,Clothing,Jeans,4,179,716,2023-05-18,Credit Card,Delivered
4821,C0131,Electronics,Smartwatch,1,1011,1011,2023-12-04,COD,Delivered
4822,C0746,Toys,Puzzle,5,1172,5860,2023-05-16,Debit Card,Pending
4823,C0229,Clothing,Sneakers,2,1668,3336,2023-06-07,Debit Card,Delivered
4824,C0855,Sports,Treadmill,2,817,1634,2023-08-01,COD,Delivered
4825,C0004,Home,Coffee Maker,1,1983,1983,2023-12-11,Debit Card,Delivered
4826,C0775,Home,Air Purifier,5,783,3915,2023-05-04,Debit Card,Pending
4827,C0024,Home,Vacuum Cleaner,1,380,380,2023-01-03,Debit Card,Delivered
4828,C0306,Home,Air Purifier,5,583,2915,2023-08-01,PayPal,Delivered
4829,C0475,Home,Blender,3,234,702,2023-01-17,Debit Card,Pending
4830,C0690,Sports,Dumbbells,5,1642,8210,2023-01-08,PayPal,Delivered
4831,C0737,Toys,Puzzle,5,1373,6865,2023-01-14,PayPal,Pending
4832,C0558,Toys,Board Game,2,184,368,2023-03-20,Credit Card,Canceled
4833,C0435,Clothing,Jeans,4,1896,7584,2023-07-11,COD,Canceled
4834,C0545,Beauty,Lipstick,2,1056,2112,2023-09-23,COD,Delivered
4835,C0389,Electronics,Tablet,3,305,915,2023-11-04,Debit Card,Canceled
4836,C0844,Electronics,Laptop,1,1141,1141,2023-06-12,Debit Card,Canceled
4837,C0236,Toys,Puzzle,2,215,430,2023-06-21,Debit Card,Canceled
4838,C0254,Toys,Puzzle,1,453,453,2023-03-29,COD,Canceled
4839,C0472,Beauty,Shampoo,2,1060,2120,2023-10-20,COD,Delivered
4840,C0355,Home,Blender,4,1109,4436,2023-08-09,Credit Card,Canceled
4841,C0159,Home,Coffee Maker,4,1933,7732,2023-05-04,Debit Card,Delivered
4842,C0283,Electronics,Tablet,2,792,1584,2023-10-12,Debit Card,Pending
4843,C0194,Toys,Action Figure,2,349,698,2023-07-20,Credit Card,Canceled
4844,C0960,Electronics,Smartphone,1,544,544,2023-04-09,PayPal,Canceled
4845,C0897,Toys,Puzzle,1,509,509,2023-11-12,PayPal,Pending
4846,C0743,Clothing,T-Shirt,3,672,2016,2023-11-26,PayPal,Canceled
4847,C0784,Home,Blender,3,1851,5553,2023-07-21,PayPal,Pending
4848,C0116,Electronics,Smartphone,2,388,776,2023-01-27,COD,Canceled
4849,C0033,Beauty,Lipstick,4,1119,4476,2023-10-23,PayPal,Pending
4850,C0829,Clothing,Jeans,3,33,99,2023-08-08,Credit Card,Pending
4851,C0677,Clothing,Jacket,3,1050,3150,2023-03-07,Debit Card,Pending
4852,C0430,Beauty,Shampoo,5,1894,9470,2023-11-22,COD,Delivered
4853,C0630,Home,Coffee Maker,4,1869,7476,2023-07-19,COD,Pending
4854,C0785,Beauty,Perfume,1,1509,1509,2023-03-30,COD,Pending
4855,C0959,Sports,Dumbbells,1,873,873,2023-07-26,Debit Card,Pending
4856,C0905,Toys,Dollhouse,1,901,901,2023-06-12,Debit Card,Delivered
4857,C0911,Electronics,Smartwatch,5,495,2475,2023-09-22,Credit Card,Delivered
4858,C0017,Beauty,Shampoo,2,305,610,2023-03-23,PayPal,Delivered
4859,C0247,Toys,Puzzle,2,774,1548,2023-08-12,PayPal,Delivered
4860,C0212,Electronics,Headphones,1,872,872,2023-04-29,COD,Canceled
4861,C0069,Toys,Dollhouse,4,1421,5684,2023-02-20,Credit Card,Delivered
4862,C0104,Electronics,Headphones,5,389,1945,2023-12-30,Debit Card,Delivered
4863,C0609,Electronics,Headphones,1,311,311,2023-03-06,Credit Card,Delivered
4864,C0035,Electronics,Tablet,1,1127,1127,2023-09-16,COD,Canceled
4865,C0458,Sports,Running Shoes,2,818,1636,2023-03-02,COD,Canceled
4866,C0613,Sports,Dumbbells,4,1355,5420,2023-11-20,COD,Delivered
4867,C0689,Home,Blender,5,1036,5180,2023-10-23,PayPal,Canceled
4868,C0721,Beauty,Conditioner,5,465,2325,2023-07-20,COD,Delivered
4869,C0894,Electronics,Laptop,3,1824,5472,2023-11-18,COD,Canceled
4870,C0050,Toys,Action Figure,4,802,3208,2023-05-14,Credit Card,Pending
4871,C0251,Home,Air Purifier,2,1639,3278,2023-10-11,Debit Card,Pending
4872,C0759,Beauty,Moisturizer,3,1269,3807,2023-03-23,Debit Card,Delivered
4873,C0046,Beauty,Shampoo,2,621,1242,2023-06-15,Credit Card,Pending
4874,C0412,Electronics,Smartwatch,1,1265,1265,2023-04-15,Debit Card,Canceled
4875,C0450,Electronics,Headphones,3,85,255,2023-02-17,PayPal,Canceled
4876,C0240,Home,Vacuum Cleaner,2,1257,2514,2023-02-17,COD,Canceled
4877,C0553,Toys,Lego Set,1,802,802,2023-01-14,COD,Canceled
4878,C0223,Home,Microwave,2,77,154,2023-08-12,COD,Delivered
4879,C0773,Sports,Cycling Helmet,4,1331,5324,2023-01-06,PayPal,Canceled
4880,C0885,Electronics,Laptop,2,621,1242,2023-11-18,COD,Canceled
4881,C0795,Clothing,Sneakers,4,1677,6708,2023-10-31,COD,Canceled
4882,C0058,Toys,Lego Set,2,1454,2908,2023-03-20,PayPal,Canceled
4883,C0144,Sports,Cycling Helmet,1,1408,1408,2023-01-15,Debit Card,Delivered
4884,C0516,Electronics,Smartphone,4,1141,4564,2023-11-13,PayPal,Delivered
4885,C0297,Electronics,Tablet,5,1154,5770,2023-12-29,PayPal,Canceled
4886,C0240,Sports,Dumbbells,4,394,1576,2023-10-06,Debit Card,Pending
4887,C0836,Beauty,Conditioner,1,301,301,2023-02-10,PayPal,Pending
4888,C0939,Sports,Cycling Helmet,4,961,3844,2023-10-20,Debit Card,Delivered
4889,C0750,Electronics,Headphones,2,577,1154,2023-07-15,COD,Pending
4890,C0590,Clothing,Jacket,2,1977,3954,2023-01-13,Credit Card,Delivered
4891,C0327,Home,Vacuum Cleaner,5,147,735,2023-03-08,Credit Card,Canceled
4892,C0592,Sports,Yoga Mat,4,1315,5260,2023-08-21,Credit Card,Pending
4893,C0613,Beauty,Lipstick,2,1609,3218,2023-11-21,Credit Card,Delivered
4894,C0792,Home,Vacuum Cleaner,4,832,3328,2023-11-20,Credit Card,Pending
4895,C0689,Electronics,Laptop,3,366,1098,2023-07-03,PayPal,Canceled
4896,C0839,Electronics,Headphones,2,1180,2360,2023-04-06,COD,Delivered
4897,C0329,Toys,Lego Set,4,1137,4548,2023-05-03,COD,Pending
4898,C0243,Toys,Puzzle,2,942,1884,2023-12-01,Credit Card,Delivered
4899,C0310,Home,Air Purifier,3,1063,3189,2023-04-24,PayPal,Canceled
4900,C0898,Electronics,Laptop,3,1781,5343,2023-06-02,Credit Card,Canceled
4901,C0147,Sports,Yoga Mat,2,417,834,2023-04-10,Credit Card,Pending
4902,C0677,Home,Microwave,3,482,1446,2023-10-02,COD,Delivered
4903,C0534,Sports,Treadmill,2,403,806,2023-05-06,PayPal,Delivered
4904,C0227,Toys,Puzzle,1,1318,1318,2023-07-13,Credit Card,Canceled
4905,C0424,Electronics,Smartphone,5,846,4230,2023-05-14,PayPal,Delivered
4906,C0308,Home,Coffee Maker,1,500,500,2023-12-04,Debit Card,Canceled
4907,C0282,Home,Blender,3,993,2979,2023-01-27,Debit Card,Delivered
4908,C0063,Home,Air Purifier,2,1890,3780,2023-05-21,Debit Card,Pending
4909,C0571,Home,Coffee Maker,1,1185,1185,2023-02-12,Credit Card,Pending
4910,C0972,Clothing,Sneakers,4,260,1040,2023-03-15,Credit Card,Canceled
4911,C0606,Electronics,Laptop,4,1514,6056,2023-11-18,PayPal,Pending
4912,C0901,Electronics,Tablet,4,106,424,2023-01-12,Debit Card,Pending
